# O(3P)+CO2(000; j=0) -> O(3P)+CO2(000; j') scattering, statistically averaged (3A2+3B2+3B1) potential energy surfaces
# Differential cross sections; packaged by M. Gacesa (marko.gacesa@nasa.gov), Apr 30 2019
# E = 0.029756 eV
# Column 1: Angle (degrees)
# Column 2: Cross section (cm²)
angle_degrees,cross_section_cm2
0.000000,4.257503666667e-11
0.100000,4.162266333333e-11
0.200000,3.898773333333e-11
0.300000,3.519134666667e-11
0.400000,3.078209333333e-11
0.500000,2.618888333333e-11
0.600000,2.172294666667e-11
0.700000,1.760699000000e-11
0.800000,1.397747000000e-11
0.900000,1.089075700000e-11
1.000000,8.347137333333e-12
1.100000,6.312737666667e-12
1.200000,4.731364000000e-12
1.300000,3.534898000000e-12
1.400000,2.653477000000e-12
1.500000,2.021104000000e-12
1.600000,1.578305000000e-12
1.700000,1.274642000000e-12
1.800000,1.069547800000e-12
1.900000,9.309995333333e-13
2.000000,8.345046333333e-13
2.100000,7.627941333333e-13
2.200000,7.044944000000e-13
2.300000,6.521759666667e-13
2.400000,6.013920000000e-13
2.500000,5.502921333333e-13
2.600000,4.986948333333e-13
2.700000,4.471063333333e-13
2.800000,3.964250000000e-13
2.900000,3.478522333333e-13
3.000000,3.025466000000e-13
3.100000,2.613795000000e-13
3.200000,2.249711000000e-13
3.300000,1.936956000000e-13
3.400000,1.676196333333e-13
3.500000,1.465657000000e-13
3.600000,1.302000666667e-13
3.700000,1.180156533333e-13
3.800000,1.093588166667e-13
3.900000,1.035567366667e-13
4.000000,9.996428000000e-14
4.100000,9.791773000000e-14
4.200000,9.677223666667e-14
4.300000,9.599777666667e-14
4.400000,9.518013333333e-14
4.500000,9.396967000000e-14
4.600000,9.210337666667e-14
4.700000,8.944686000000e-14
4.800000,8.596859333333e-14
4.900000,8.170038333333e-14
5.000000,7.674052000000e-14
5.100000,7.125328666667e-14
5.200000,6.543800666667e-14
5.300000,5.950825000000e-14
5.400000,5.368567000000e-14
5.500000,4.818086333333e-14
5.600000,4.317423666667e-14
5.700000,3.881516000000e-14
5.800000,3.521751333333e-14
5.900000,3.244374333333e-14
6.000000,3.050382666667e-14
6.100000,2.936866333333e-14
6.200000,2.897223333333e-14
6.300000,2.920796333333e-14
6.400000,2.994027333333e-14
6.500000,3.102114666667e-14
6.600000,3.229563000000e-14
6.700000,3.360711333333e-14
6.800000,3.481011333333e-14
6.900000,3.577892000000e-14
7.000000,3.641038000000e-14
7.100000,3.663012000000e-14
7.200000,3.639749000000e-14
7.300000,3.570210000000e-14
7.400000,3.456109000000e-14
7.500000,3.302148666667e-14
7.600000,3.115609666667e-14
7.700000,2.905207666667e-14
7.800000,2.680541333333e-14
7.900000,2.452012333333e-14
8.000000,2.230035333333e-14
8.100000,2.023963566667e-14
8.200000,1.841770366667e-14
8.300000,1.689968266667e-14
8.400000,1.573086066667e-14
8.500000,1.493333700000e-14
8.600000,1.450797900000e-14
8.700000,1.443522000000e-14
8.800000,1.467516466667e-14
8.900000,1.517259200000e-14
9.000000,1.586239333333e-14
9.100000,1.667050833333e-14
9.200000,1.751746633333e-14
9.300000,1.832754333333e-14
9.400000,1.903336900000e-14
9.500000,1.957424666667e-14
9.600000,1.989942433333e-14
9.700000,1.997589833333e-14
9.800000,1.978882066667e-14
9.900000,1.933622700000e-14
10.000000,1.862971433333e-14
10.100000,1.769795033333e-14
10.200000,1.658281533333e-14
10.300000,1.533253200000e-14
10.400000,1.400035933333e-14
10.500000,1.264428166667e-14
10.600000,1.132181033333e-14
10.700000,1.008511266667e-14
10.800000,8.979982666667e-15
10.900000,8.044058333333e-15
11.000000,7.303603000000e-15
11.100000,6.773278333333e-15
11.200000,6.456988000000e-15
11.300000,6.346380666667e-15
11.400000,6.421045333333e-15
11.500000,6.652808000000e-15
11.600000,7.007976000000e-15
11.700000,7.446267333333e-15
11.800000,7.923318333333e-15
11.900000,8.396887666667e-15
12.000000,8.828693000000e-15
12.100000,9.182711333333e-15
12.200000,9.427789666667e-15
12.300000,9.542611666667e-15
12.400000,9.515478333333e-15
12.500000,9.341449666667e-15
12.600000,9.023421000000e-15
12.700000,8.574168000000e-15
12.800000,8.014025000000e-15
12.900000,7.367528333333e-15
13.000000,6.663052000000e-15
13.100000,5.932220333333e-15
13.200000,5.206953000000e-15
13.300000,4.517241666667e-15
13.400000,3.890481333333e-15
13.500000,3.349795300000e-15
13.600000,2.912246600000e-15
13.700000,2.589011033333e-15
13.800000,2.385447966667e-15
13.900000,2.299689400000e-15
14.000000,2.322849666667e-15
