# O(3P)+CO2(000; j=0) -> O(3P)+CO2(000; j') scattering, statistically averaged (3A2+3B2+3B1) potential energy surfaces
# Differential cross sections; packaged by M. Gacesa (marko.gacesa@nasa.gov), Apr 30 2019
# E = 2.881393 eV
# Column 1: Angle (degrees)
# Column 2: Cross section (cm²)
angle_degrees,cross_section_cm2
0.000000,3.649434333333e-10
0.100000,2.408378000000e-10
0.200000,6.548638666667e-11
0.300000,1.385069333333e-11
0.400000,9.623851000000e-12
0.500000,4.369286333333e-12
0.600000,2.293020666667e-12
0.700000,1.511155933333e-12
0.800000,1.175763300000e-12
0.900000,5.092711333333e-13
1.000000,2.688723000000e-13
1.100000,4.929294333333e-13
1.200000,2.831283666667e-13
1.300000,9.626016033333e-14
1.400000,1.342250400000e-13
1.500000,1.102923733333e-13
1.600000,5.017921333333e-14
1.700000,1.547982633333e-14
1.800000,3.149476000000e-14
1.900000,3.973154666667e-14
2.000000,1.588030000000e-14
2.100000,1.158660433333e-14
2.200000,1.922301666667e-14
2.300000,1.119722666667e-14
2.400000,6.450604000000e-15
2.500000,9.706353333333e-15
2.600000,9.517687333333e-15
2.700000,8.588423333333e-15
2.800000,8.544593000000e-15
2.900000,7.000646333333e-15
3.000000,6.618466333333e-15
3.100000,5.593893000000e-15
3.200000,5.470950000000e-15
3.300000,6.814582666667e-15
3.400000,5.439009666667e-15
3.500000,4.895317000000e-15
3.600000,5.511026333333e-15
3.700000,4.049015333333e-15
3.800000,3.610668000000e-15
3.900000,3.559345700000e-15
4.000000,3.272230333333e-15
4.100000,3.660555333333e-15
4.200000,2.892088666667e-15
4.300000,2.729876000000e-15
4.400000,2.805657666667e-15
4.500000,1.973479000000e-15
4.600000,1.982824666667e-15
4.700000,1.611912766667e-15
4.800000,1.390465700000e-15
4.900000,1.844965666667e-15
5.000000,1.481556666667e-15
5.100000,1.825739666667e-15
5.200000,1.772048666667e-15
5.300000,1.042172366667e-15
5.400000,1.288688233333e-15
5.500000,9.809250000000e-16
5.600000,8.916198000000e-16
5.700000,1.346464333333e-15
5.800000,9.818597000000e-16
5.900000,1.291591000000e-15
6.000000,1.288281033333e-15
6.100000,6.848438333333e-16
6.200000,7.965769333333e-16
6.300000,5.365540333333e-16
6.400000,5.172024666667e-16
6.500000,8.452285333333e-16
6.600000,5.541148666667e-16
6.700000,7.702075000000e-16
6.800000,7.841132333333e-16
6.900000,4.869199333333e-16
7.000000,5.851675000000e-16
7.100000,3.437247333333e-16
7.200000,4.236763666667e-16
7.300000,7.113052333333e-16
7.400000,5.220974666667e-16
7.500000,7.291066666667e-16
7.600000,7.219702333333e-16
7.700000,5.493279666667e-16
7.800000,6.506307000000e-16
7.900000,3.762378000000e-16
8.000000,3.650714666667e-16
8.100000,6.034171333333e-16
8.200000,4.815850000000e-16
8.300000,5.821444000000e-16
8.400000,4.927322666667e-16
8.500000,3.033636666667e-16
8.600000,3.873288333333e-16
8.700000,2.394354666667e-16
8.800000,1.964565000000e-16
8.900000,3.200512333333e-16
9.000000,2.494276666667e-16
9.100000,3.332861333333e-16
9.200000,2.813038666667e-16
9.300000,1.716313333333e-16
9.400000,2.438262000000e-16
9.500000,1.763584666667e-16
9.600000,1.690983366667e-16
9.700000,2.430547000000e-16
