# O(3P)+CO2(000; j=0) -> O(3P)+CO2(000; j') scattering, statistically averaged (3A2+3B2+3B1) potential energy surfaces
# Differential cross sections; packaged by M. Gacesa (marko.gacesa@nasa.gov), Apr 30 2019
# E = 0.15374 eV
# theta(deg)     elastic DCS (cm^2)
0.0,8.908420666666667e-11
0.1,8.260763e-11
0.2,6.681044333333333e-11
0.30000000000000004,4.876182666666666e-11
0.4,3.3223839999999996e-11
0.5,2.1572956666666664e-11
0.6000000000000001,1.3554389999999999e-11
0.6999999999999998,8.421726666666667e-12
0.8,5.293798666666667e-12
0.9,3.4300393333333327e-12
1.0,2.3444066666666665e-12
1.0999999999999999,1.7176989999999997e-12
1.2000000000000002,1.3399783333333335e-12
1.2999999999999998,1.1026849e-12
1.3999999999999997,9.513815999999998e-13
1.5,8.442947e-13
1.6,7.549379999999999e-13
1.7,6.727117e-13
1.8,5.910224333333334e-13
1.9,5.076709666666666e-13
2.0,4.273827666666666e-13
2.1,3.546057666666666e-13
2.1999999999999997,2.9107763333333334e-13
2.2999999999999994,2.398297333333333e-13
2.4000000000000004,2.0335126666666668e-13
2.5000000000000004,1.7989879999999998e-13
2.5999999999999996,1.6572438333333331e-13
2.6999999999999997,1.5746749333333331e-13
2.7999999999999994,1.5137306666666666e-13
2.9,1.4395720666666666e-13
3.0,1.3360669999999999e-13
3.1,1.1998357333333333e-13
3.2,1.0344323333333332e-13
3.3,8.568826333333333e-14
3.4,6.915482333333332e-14
3.5,5.554687666666666e-14
3.6,4.574947e-14
3.7000000000000006,4.01681e-14
3.8,3.8341186666666665e-14
3.9,3.896988666666666e-14
4.0,4.0567650000000004e-14
4.1,4.1734563333333335e-14
4.2,4.131273e-14
4.300000000000001,3.880982666666667e-14
4.3999999999999995,3.445975333333333e-14
4.5,2.8896166666666664e-14
4.599999999999999,2.3020574666666667e-14
4.7,1.787778133333333e-14
4.800000000000001,1.4294489666666668e-14
4.9,1.2672368666666666e-14
5.000000000000001,1.3005146333333334e-14
5.1,1.4857433333333334e-14
5.199999999999999,1.7452683333333334e-14
5.299999999999999,1.9951513333333332e-14
5.3999999999999995,2.1634443333333333e-14
5.5,2.198845533333333e-14
5.599999999999999,2.0854301e-14
5.699999999999999,1.8463049999999998e-14
5.8,1.530278133333333e-14
5.8999999999999995,1.2023649e-14
6.0,9.32851e-15
6.099999999999999,7.742994666666666e-15
6.2,7.490842333333333e-15
6.3,8.543499666666665e-15
6.4,1.0619221e-14
6.5,1.3182140666666667e-14
6.6,1.560996e-14
6.700000000000001,1.7363492666666667e-14
6.8,1.8042063e-14
6.900000000000001,1.747479033333333e-14
7.0,1.5794706333333333e-14
7.099999999999999,1.3342363666666665e-14
7.2,1.0559076999999999e-14
7.299999999999999,7.975001666666665e-15
7.400000000000001,6.0981586666666666e-15
7.500000000000001,5.227224333333333e-15
7.6,5.426062333333334e-15
7.700000000000001,6.5868796666666654e-15
7.8,8.415649333333333e-15
7.900000000000001,1.0469671666666666e-14
8.0,1.2301412666666665e-14
8.1,1.3534307666666666e-14
8.2,1.3891466999999999e-14
8.3,1.3294957666666665e-14
8.4,1.1895509333333333e-14
8.5,9.958887e-15
8.600000000000001,7.806743e-15
8.7,5.8288026666666666e-15
8.799999999999999,4.384001666666667e-15
8.900000000000002,3.669777333333333e-15
9.0,3.728219333333333e-15
9.1,4.481992666666666e-15
9.199999999999998,5.7146313333333334e-15
9.3,7.118929666666666e-15
9.4,8.398206333333332e-15
9.5,9.291682666666667e-15
9.600000000000001,9.597758333333333e-15
9.699999999999998,9.262919566666666e-15
9.8,8.390421333333333e-15
9.9,7.148302733333333e-15
10.000000000000002,5.7436797999999995e-15
10.099999999999998,4.437947466666666e-15
10.2,3.4689301e-15
10.300000000000002,2.9672871333333332e-15
10.399999999999999,2.9697326333333335e-15
10.499999999999998,3.4318731999999997e-15
10.599999999999998,4.2099242e-15
10.7,5.106421066666666e-15
10.799999999999999,5.935571633333333e-15
10.899999999999999,6.5242843666666655e-15
11.0,6.7324005e-15
11.1,6.524464499999999e-15
11.199999999999998,5.9687558e-15
11.3,5.169467066666665e-15
11.399999999999999,4.258688099999999e-15
11.5,3.409606733333333e-15
11.6,2.7783971333333334e-15
11.700000000000001,2.4512221666666663e-15
11.799999999999999,2.45685e-15
11.9,2.7681591666666664e-15
12.0,3.2875305999999995e-15
12.100000000000001,3.884387433333333e-15
12.199999999999998,4.437153933333333e-15
12.3,4.8262781999999995e-15
12.4,4.951489433333333e-15
12.5,4.786968033333333e-15
12.6,4.377714899999999e-15
12.7,3.791352466666666e-15
12.8,3.1175290333333327e-15
12.9,2.4783486333333333e-15
13.0,1.985596033333333e-15
13.1,1.7047202333333331e-15
13.2,1.6637815666666664e-15
13.3,1.8507663666666664e-15
13.400000000000002,2.2017165666666663e-15
13.5,2.6278071666666664e-15
13.6,3.0429057e-15
13.700000000000001,3.3568829666666664e-15
13.800000000000002,3.489983266666667e-15
13.900000000000002,3.414155266666666e-15
14.0,3.151017133333333e-15
14.100000000000001,2.7396524999999998e-15
14.199999999999998,2.2390743e-15
14.300000000000002,1.7365275666666666e-15
14.4,1.3167304000000001e-15
14.500000000000002,1.0358285333333333e-15
14.599999999999998,9.262381666666666e-16
14.699999999999996,9.923424999999998e-16
14.800000000000002,1.1998218666666666e-15
14.900000000000002,1.4927782333333332e-15
15.000000000000002,1.8116703999999996e-15
15.099999999999996,2.088255233333333e-15
15.2,2.2566237666666664e-15
15.300000000000002,2.2841594333333335e-15
15.400000000000002,2.1722549333333334e-15
15.499999999999996,1.9355266e-15
15.6,1.6058187333333333e-15
15.699999999999998,1.2407455e-15
15.800000000000002,9.026657999999999e-16
