# O(3P)+CO2(000; j=0) -> O(3P)+CO2(000; j') scattering, statistically averaged (3A2+3B2+3B1) potential energy surfaces
# Differential cross sections; packaged by M. Gacesa (marko.gacesa@nasa.gov), Apr 30 2019
# E = 1.765535 eV
# Column 1: Angle (degrees)
# Column 2: Cross section (cm²)
angle_degrees,cross_section_cm2
0.000000,3.065296000000e-10
0.100000,2.244068333333e-10
0.200000,8.931303666667e-11
0.300000,2.359717000000e-11
0.400000,8.211409333333e-12
0.500000,5.384956200000e-12
0.600000,4.296858600000e-12
0.700000,2.230006333333e-12
0.800000,1.093973666667e-12
0.900000,1.247156966667e-12
1.000000,1.132087600000e-12
1.100000,7.010889666667e-13
1.200000,3.784185000000e-13
1.300000,2.833886000000e-13
1.400000,3.448019533333e-13
1.500000,2.717584333333e-13
1.600000,1.238769933333e-13
1.700000,8.712922000000e-14
1.800000,1.106159833333e-13
1.900000,1.140522566667e-13
2.000000,7.342191000000e-14
2.100000,2.453860266667e-14
2.200000,2.362363000000e-14
2.300000,4.075820000000e-14
2.400000,3.560394000000e-14
2.500000,1.854315600000e-14
2.600000,7.632827666667e-15
2.700000,1.078674700000e-14
2.800000,1.665361366667e-14
2.900000,1.204867000000e-14
3.000000,5.631058333333e-15
3.100000,4.437787133333e-15
3.200000,6.322531000000e-15
3.300000,8.382314000000e-15
3.400000,6.736543000000e-15
3.500000,4.336062000000e-15
3.600000,4.673611000000e-15
3.700000,4.488272633333e-15
3.800000,4.082741333333e-15
3.900000,4.441524333333e-15
4.000000,4.057815333333e-15
4.100000,4.231729333333e-15
4.200000,4.071678666667e-15
4.300000,2.626908400000e-15
4.400000,2.570626000000e-15
4.500000,3.126074333333e-15
4.600000,2.938044666667e-15
4.700000,3.092227333333e-15
4.800000,2.618263333333e-15
4.900000,2.014663633333e-15
5.000000,2.396029000000e-15
5.100000,2.188167000000e-15
5.200000,1.820645633333e-15
5.300000,2.103215266667e-15
5.400000,1.960058800000e-15
5.500000,2.013526000000e-15
5.600000,2.084368333333e-15
5.700000,1.407375766667e-15
5.800000,1.261767833333e-15
5.900000,1.505862033333e-15
6.000000,1.432894666667e-15
6.100000,1.670991000000e-15
6.200000,1.507842000000e-15
6.300000,9.579373333333e-16
6.400000,9.834747333333e-16
6.500000,9.445333000000e-16
6.600000,8.519003666667e-16
6.700000,1.093706933333e-15
6.800000,9.206996333333e-16
6.900000,7.329863333333e-16
7.000000,8.025657000000e-16
7.100000,5.704456000000e-16
7.200000,5.066245000000e-16
7.300000,6.316411000000e-16
7.400000,5.092023666667e-16
7.500000,6.090821666667e-16
7.600000,6.672077000000e-16
7.700000,4.345916333333e-16
7.800000,4.133113666667e-16
7.900000,3.955191000000e-16
8.000000,3.441975333333e-16
8.100000,5.636104333333e-16
8.200000,5.850436666667e-16
8.300000,4.520632666667e-16
8.400000,4.411544000000e-16
8.500000,3.277312666667e-16
8.600000,3.489628333333e-16
8.700000,5.547545333333e-16
8.800000,5.320529000000e-16
8.900000,4.917682666667e-16
9.000000,4.660993666667e-16
9.100000,3.340485666667e-16
9.200000,3.996763333333e-16
9.300000,5.217024666667e-16
9.400000,4.608452000000e-16
9.500000,4.543229333333e-16
9.600000,4.070846000000e-16
9.700000,3.205489666667e-16
9.800000,4.009492666667e-16
9.900000,4.380401000000e-16
10.000000,3.706575666667e-16
10.100000,3.637058333333e-16
10.200000,3.016552333333e-16
10.300000,2.681918666667e-16
10.400000,3.273878333333e-16
10.500000,3.026286666667e-16
10.600000,2.537672666667e-16
10.700000,2.515480000000e-16
10.800000,2.077386000000e-16
10.900000,2.206866266667e-16
